Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"J Kwak, Y Li, D Yoon, D Kim, D Han, H Ko",Injecting 3d perception of controllable nerf-gan into stylegan for editable portrait image synthesis,2022,"… Tel Aviv, Israel, October 23–27 …",Springer,https://link.springer.com/chapter/10.1007/978-3-031-19790-1_15,"https://scholar.google.com/scholar?cites=1000004118589887288&as_sdt=2005&sciodt=0,5&hl=en",98,2023-06-20 11:11:40,,10.1007/978-3-031-19790-1_15,,,,,,,8,8,1,6,1,"… , 66] by leveraging NeRF as a 3D representation in GAN generator. NeRF-GANs learn 3D geometry … Despite the obvious advantages, 3D GANs based on a pure NeRF network require …",https://arxiv.org/pdf/2207.10257,"https://scholar.google.com/scholar?q=related:OFN6lnK64A0J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
8,"M Bizrah, S Verma",Nerf gun eye injuries: traumatic hyphema,2017,Case Reports,casereports.bmj.com,https://casereports.bmj.com/content/2017/bcr-2017-220967.short,"https://scholar.google.com/scholar?cites=5070805541538019582&as_sdt=2005&sciodt=0,5&hl=en",172,2023-06-20 11:11:40,,,,,,,,,8,1.33,4,2,6,"… after ocular injury with a Nerf gun. Two … Nerf gun ocular injuries are not reported in the literature, as far as we know. This case series serves to raise awareness of the seriousness of Nerf …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5747711/,"https://scholar.google.com/scholar?q=related:_rh0FMYeX0YJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
8,"Y Chen, Q Yuan, Z Li, YLWWC Xie, X Wen…",UPST-NeRF: Universal Photorealistic Style Transfer of Neural Radiance Fields for 3D Scene,2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2208.07059,"https://scholar.google.com/scholar?cites=4682129209607505732&as_sdt=2005&sciodt=0,5&hl=en",184,2023-06-20 11:11:40,,,,,,,,,8,8,1,6,1,"… work with the 3D consistency of NeRF. To solve the blurry results … , we formulate the problem as stylizing a NeRF [35] with a given … We compare the stylized results of 3 scenes on NeRF-…",https://arxiv.org/pdf/2208.07059,"https://scholar.google.com/scholar?q=related:RMcii7VD-kAJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
7,"A Tagliasacchi, B Mildenhall",Volume Rendering Digest (for NeRF),2022,arXiv preprint arXiv:2209.02417,arxiv.org,https://arxiv.org/abs/2209.02417,"https://scholar.google.com/scholar?cites=12519577845363156881&as_sdt=2005&sciodt=0,5&hl=en",113,2023-06-20 11:11:40,,,,,,,,,7,7,4,2,1,Neural Radiance Fields employ simple volume rendering as a way to overcome the challenges of differentiating through ray-triangle intersections by leveraging a probabilistic notion of …,https://arxiv.org/pdf/2209.02417,"https://scholar.google.com/scholar?q=related:kae4Arh5vq0J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"W Bian, Z Wang, K Li, JW Bian…",Nope-nerf: Optimising neural radiance field with no pose prior,2023,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Bian_NoPe-NeRF_Optimising_Neural_Radiance_Field_With_No_Pose_Prior_CVPR_2023_paper.html,"https://scholar.google.com/scholar?cites=12128514269949364682&as_sdt=2005&sciodt=0,5&hl=en",25,2023-06-20 11:11:40,,,,,,,,,6,6,1,5,1,Training a Neural Radiance Field (NeRF) without pre-computed camera poses is challenging. Recent advances in this direction demonstrate the possibility of jointly optimising a NeRF …,http://openaccess.thecvf.com/content/CVPR2023/papers/Bian_NoPe-NeRF_Optimising_Neural_Radiance_Field_With_No_Pose_Prior_CVPR_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:yomWCXgjUagJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"J Gu, A Trevithick, KE Lin, J Susskind…",Nerfdiff: Single-image view synthesis with nerf-guided distillation from 3d-aware diffusion,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2302.10109,"https://scholar.google.com/scholar?cites=15596577746624606806&as_sdt=2005&sciodt=0,5&hl=en",56,2023-06-20 11:11:40,,,,,,,,,6,6,1,5,1,"… the NeRF-rendered outputs. We found that a naive finetuning strategy of optimizing the NeRF … Therefore, we propose NeRF-guided distillation, which updates the NeRF representation …",https://arxiv.org/pdf/2302.10109,
6,"J Shen, A Agudo, F Moreno-Noguer, A Ruiz",Conditional-flow nerf: Accurate 3d modelling with reliable uncertainty quantification,2022,Computer Vision–ECCV …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-20062-5_31,"https://scholar.google.com/scholar?cites=1148213789849009262&as_sdt=2005&sciodt=0,5&hl=en",73,2023-06-20 11:11:40,,10.1007/978-3-031-20062-5_31,,,,,,,6,6,2,4,1,"… -Flow NeRF (CF-NeRF), a novel probabilistic framework to incorporate uncertainty quantification into NeRF-… In this context, we propose Conditional-Flow NeRF (CF-NeRF), a novel …",https://arxiv.org/pdf/2203.10192,"https://scholar.google.com/scholar?q=related:brwnvltG7w8J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"K Gu, T Maugey, S Knorr…",Omni-nerf: neural radiance field from 360 image captures,2022,2022 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9859817/,"https://scholar.google.com/scholar?cites=1659191686819107903&as_sdt=2005&sciodt=0,5&hl=en",90,2023-06-20 11:11:40,,,,,,,,,6,6,2,4,1,"… Neural Radiance Field (NeRF) models given only 360◦ RGB images and their rough poses, which we refer to as Omni-NeRF. We extend the pinhole camera model of NeRF to a more …",https://ieeexplore.ieee.org/iel7/9859562/9858923/09859817.pdf,"https://scholar.google.com/scholar?q=related:P1QiYwyiBhcJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"CM Chung, YC Tseng, YC Hsu, XQ Shi, YH Hua…",Orbeez-SLAM: A Real-time Monocular Visual SLAM with ORB Features and NeRF-realized Mapping,2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2209.13274,"https://scholar.google.com/scholar?cites=2460321890850732256&as_sdt=2005&sciodt=0,5&hl=en",119,2023-06-20 11:11:40,,,,,,,,,6,6,1,6,1,"… NeRF result at 27 seconds training from scratch. The right image shows that after seeing the unseen region on the left (ie, novel views), our NeRF … neural representation (NeRF) and …",https://arxiv.org/pdf/2209.13274,"https://scholar.google.com/scholar?q=related:4HhGcbnRJCIJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"P Wang, X Chen, T Chen, S Venugopalan…",Is Attention All NeRF Needs?,2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2207.13298,"https://scholar.google.com/scholar?cites=7792847456332815640&as_sdt=2005&sciodt=0,5&hl=en",143,2023-06-20 11:11:40,,,,,,,,,6,6,1,5,1,"We present Generalizable NeRF Transformer (GNT), a pure, unified transformer-based architecture that efficiently reconstructs Neural Radiance Fields (NeRFs) on the fly from source …",https://arxiv.org/pdf/2207.13298,"https://scholar.google.com/scholar?q=related:GB2GJ3nBJWwJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"LC Hopkins, C Gunther",Camp NERF: Efficacy of a Theory‐Based Nutrition Education Recreation and Fitness Program Aimed at Preventing Unhealthy Weight Gain in Disadvantaged Children …,2016,The FASEB Journal,Wiley Online Library,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.30.1_supplement.433.4,"https://scholar.google.com/scholar?cites=14697681527405319790&as_sdt=2005&sciodt=0,5&hl=en",202,2023-06-20 11:11:40,,10.1096/fasebj.30.1_supplement.433.4,,,,,,,6,0.86,3,2,7,"Background Data indicate that school‐age children, particularly disadvantaged, experience unhealthy gains in BMI at a rate two to three times as fast during the summer versus …",,"https://scholar.google.com/scholar?q=related:bpbQPnqn-MsJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,MP Hogan,"Field venom extractions: saving fingers with tubes, forceps, and nerf bullets",2015,Herpetological Review,,,"https://scholar.google.com/scholar?cites=7566427922052449324&as_sdt=2005&sciodt=0,5&hl=en",349,2023-06-20 11:11:40,CITATION,,,,,,,,6,0.75,6,1,8,,,"https://scholar.google.com/scholar?q=related:LISIQBtaAWkJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
6,"JT Barron, B Mildenhall, D Verbin, PP Srinivasan…",Mip-nerf 360: Unbounded anti-aliased neural radiance fields. 2022 IEEE,2022,CVF Conference on …,,,"https://scholar.google.com/scholar?cites=8259270740984986737&as_sdt=2005&sciodt=0,5&hl=en",350,2023-06-20 11:11:40,CITATION,,,,,,,,6,6,1,5,1,,,
5,"A Mirzaei, T Aumentado-Armstrong…",SPIn-NeRF: Multiview segmentation and perceptual inpainting with neural radiance fields,2023,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2023/html/Mirzaei_SPIn-NeRF_Multiview_Segmentation_and_Perceptual_Inpainting_With_Neural_Radiance_Fields_CVPR_2023_paper.html,"https://scholar.google.com/scholar?cites=14276344777586108438&as_sdt=2005&sciodt=0,5&hl=en",32,2023-06-20 11:11:40,,,,,,,,,5,5,2,3,1,"… , synthesized by a NeRF (on the unmasked images), NeRF-In, NeRF-In (with a single masked training image), and our approach. NeRF-In is significantly more blurry, while NeRF-In (…",https://openaccess.thecvf.com/content/CVPR2023/papers/Mirzaei_SPIn-NeRF_Multiview_Segmentation_and_Perceptual_Inpainting_With_Neural_Radiance_Fields_CVPR_2023_paper.pdf,"https://scholar.google.com/scholar?q=related:FugFl-_DH8YJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"S Klenk, L Koestler, D Scaramuzza…",E-nerf: Neural radiance fields from a moving event camera,2023,IEEE Robotics and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10028738/,"https://scholar.google.com/scholar?cites=15785861656778268827&as_sdt=2005&sciodt=0,5&hl=en",57,2023-06-20 11:11:40,,,,,,,,,5,5,1,4,1,"… We evaluate the NeRF-MLP FΘ at the two rays rk−1 and rk corresponding to the two last … NeRF, the first method which estimates a volumetric scene representation in the form of a NeRF …",https://ieeexplore.ieee.org/iel7/7083369/7339444/10028738.pdf,"https://scholar.google.com/scholar?q=related:m2C6LYqlEtsJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"M Pantic, C Cadena, R Siegwart, L Ott",Sampling-free obstacle gradients and reactive planning in Neural Radiance Fields (NeRF),2022,arXiv preprint arXiv:2205.01389,arxiv.org,https://arxiv.org/abs/2205.01389,"https://scholar.google.com/scholar?cites=3322325653999326675&as_sdt=2005&sciodt=0,5&hl=en",82,2023-06-20 11:11:40,,,,,,,,,5,5,1,4,1,"… reactive collision avoidance policies based on NeRF environment representations. First, … NeRF architecture and augment it to represent an SDF reliably. Second, we show how the NeRF…",https://arxiv.org/pdf/2205.01389,"https://scholar.google.com/scholar?q=related:0xXMcpRFGy4J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"A Dey, Y Ahmine, AI Comport",Mip-NeRF RGB-D: Depth Assisted Fast Neural Radiance Fields,2022,arXiv preprint arXiv:2205.09351,arxiv.org,https://arxiv.org/abs/2205.09351,"https://scholar.google.com/scholar?cites=2830622483061809651&as_sdt=2005&sciodt=0,5&hl=en",99,2023-06-20 11:11:40,,,,,,,,,5,5,2,3,1,"Neural scene representations, such as neural radiance fields (NeRF), … In particular, the recently proposed Mip-NeRF approach, … This allows to address major limitations of NeRF-based …",https://arxiv.org/pdf/2205.09351,"https://scholar.google.com/scholar?q=related:8yEirCZkSCcJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"Y Ge, H Behl, J Xu, S Gunasekar, N Joshi…",Neural-Sim: Learning to Generate Training Data with NeRF,2022,Computer Vision–ECCV …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-20050-2_28,"https://scholar.google.com/scholar?cites=8102904368333644039&as_sdt=2005&sciodt=0,5&hl=en",112,2023-06-20 11:11:40,,10.1007/978-3-031-20050-2_28,,,,,,,5,5,1,6,1,"… In this work, we also optimize NeRF-in-the-wild (NeRF-w) [33] as … NeRF model and later we discuss optimization of NeRF-w in … We then use NeRF to generate synthetic training images \(…",https://arxiv.org/pdf/2207.11368,"https://scholar.google.com/scholar?q=related:B-F8i5dMc3AJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"T Ehret, R Marí, G Facciolo","NeRF, meet differential geometry!",2022,arXiv preprint arXiv:2206.14938,arxiv.org,https://arxiv.org/abs/2206.14938,"https://scholar.google.com/scholar?cites=12812903152326026704&as_sdt=2005&sciodt=0,5&hl=en",203,2023-06-20 11:11:40,,,,,,,,,5,5,2,3,1,"… To this aim, we present two applications of differential geometry applied to NeRF and its extensions. The first application, in Section 3, is linked to the problem of training a NeRF model …",https://arxiv.org/pdf/2206.14938,"https://scholar.google.com/scholar?q=related:0CXgB4iT0LEJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"K Hufschmidt, J Fernandez, T Balaguer…",Traitement de l'ulcération neurotrophique après alcoolisation du ganglion de Gasser dans l'atteinte du nerf trijumeau: cas clinique et revue de la littérature,2017,Annales de Chirurgie …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0294126016300449,"https://scholar.google.com/scholar?cites=7543734073326615990&as_sdt=2005&sciodt=0,5&hl=en",214,2023-06-20 11:11:40,HTML,,,,,,,,5,0.83,1,4,6,"Introduction L’ulcération neurotrophique (UNT) peut survenir après lésion du nerf trijumeau. Les étiologies sont dominées par les causes iatrogènes, notamment après ablation du …",https://www.sciencedirect.com/science/article/pii/S0294126016300449,"https://scholar.google.com/scholar?q=related:tr2k2Cu6sGgJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"Q Dai, Y Zhu, Y Geng, C Ruan, J Zhang…",GraspNeRF: Multiview-based 6-DoF Grasp Detection for Transparent and Specular Objects Using Generalizable NeRF,2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2210.06575,"https://scholar.google.com/scholar?cites=17549717050623754851&as_sdt=2005&sciodt=0,5&hl=en",215,2023-06-20 11:11:40,,,,,,,,,5,5,1,6,1,"… (NeRF) to achieve material-agnostic object grasping in clutter. Compared to the existing NeRF… , our system can perform zero-shot NeRF construction with sparse RGB inputs and reliably …",https://arxiv.org/pdf/2210.06575,"https://scholar.google.com/scholar?q=related:Y4IL16wejfMJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"T Henry, M Palakkamanil…",Traumatic retinal dialysis resulting from Nerf foam bullet,2019,Canadian …,canadianjournalofophthalmology.ca,https://www.canadianjournalofophthalmology.ca/article/S0008-4182(18)30765-8/abstract,"https://scholar.google.com/scholar?cites=4049060258729848087&as_sdt=2005&sciodt=0,5&hl=en",221,2023-06-20 11:11:40,,,,,,,,,5,1.25,2,3,4,"… À8 Here we discuss the presentation, management, and clinical course of a retinal dialysis caused by a small caliber Nerf foam bullet (Nerf N-Strike Elite dart; Hasbro, Pawtucket, RI) …",https://www.researchgate.net/profile/Tyler-Henry-7/publication/328407250_Traumatic_retinal_dialysis_resulting_from_Nerf_foam_bullet/links/6084deb98ea909241e2252d7/Traumatic-retinal-dialysis-resulting-from-Nerf-foam-bullet.pdf,"https://scholar.google.com/scholar?q=related:F22-O9omMTgJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,"S Senova, C Rabu, S Beaumont, V Michel, S Palfi…",Stimulation du nerf vague dans le traitement de la dépression,2019,La Presse Médicale,Elsevier,https://www.sciencedirect.com/science/article/pii/S0755498219304889,"https://scholar.google.com/scholar?cites=702620553838977960&as_sdt=2005&sciodt=0,5&hl=en",285,2023-06-20 11:11:40,HTML,,,,,,,,5,1.25,1,6,4,… La stimulation du nerf vague consiste en l’implantation d’un stimulateur sous la clavicule qui est connecté à une électrode entourant le nerf vague gauche (figure 1A). Le nerf vague …,https://www.sciencedirect.com/science/article/pii/S0755498219304889,"https://scholar.google.com/scholar?q=related:qON1y6s1wAkJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
5,C Quei-An,Nerf pl: a pytorch-lightning implementation of nerf,2020,URL https://github. com/kwea123/nerf pl,,,"https://scholar.google.com/scholar?cites=834717403962781872&as_sdt=2005&sciodt=0,5&hl=en",348,2023-06-20 11:11:40,CITATION,,,,,,,,5,1.67,5,1,3,,,"https://scholar.google.com/scholar?q=related:sLAJbw6DlQsJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"S Zhong, A Albini, OP Jones…",Touching a nerf: Leveraging neural radiance fields for tactile sensory data generation,2023,… on Robot Learning,proceedings.mlr.press,https://proceedings.mlr.press/v205/zhong23a.html,"https://scholar.google.com/scholar?cites=2742368093605037223&as_sdt=2005&sciodt=0,5&hl=en",43,2023-06-20 11:11:40,,,,,,,,,4,4,1,4,1,"… Starting with easily-obtained camera images, we train Neural Radiance Fields (NeRF) for objects of interest. We then use NeRF-rendered RGB-D images as inputs to a conditional …",https://proceedings.mlr.press/v205/zhong23a/zhong23a.pdf,"https://scholar.google.com/scholar?q=related:p4SxXkDZDiYJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"JT Barron, B Mildenhall, D Verbin…",Zip-NeRF: Anti-aliased grid-based neural radiance fields,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2304.06706,"https://scholar.google.com/scholar?cites=5843476731647513822&as_sdt=2005&sciodt=0,5&hl=en",58,2023-06-20 11:11:40,,,,,,,,,4,4,1,4,1,"… -NeRF 360’s framework. We call our model “Zip-NeRF” due to its speed, its similarity with mipNeRF… On the mip-NeRF 360 benchmark [4], Zip-NeRF reduces error rates by as much as 18…",https://arxiv.org/pdf/2304.06706.pdf?trk=public_post_comment-text,
4,"R Marí, G Facciolo, T Ehret",Sat-nerf: Learning multi-view satellite photogrammetry with transient objects and shadow modeling using rpc cameras,2022,Proceedings of the IEEE/CVF …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2022W/EarthVision/html/Mari_Sat-NeRF_Learning_Multi-View_Satellite_Photogrammetry_With_Transient_Objects_and_Shadow_CVPRW_2022_paper.html,"https://scholar.google.com/scholar?cites=13980754327383914782&as_sdt=2005&sciodt=0,5&hl=en",66,2023-06-20 11:11:40,,,,,,,,,4,4,1,3,1,… Sat-NeRF model starting from a simple NeRF and gradually … S-NeRF irradiance model outperforms a basic NeRF and is … ones reported in the original S-NeRF work [14] reveals the im…,https://openaccess.thecvf.com/content/CVPR2022W/EarthVision/papers/Mari_Sat-NeRF_Learning_Multi-View_Satellite_Photogrammetry_With_Transient_Objects_and_Shadow_CVPRW_2022_paper.pdf,"https://scholar.google.com/scholar?q=related:Hjm5z_ydBcIJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"Z Zhao, J Jia",End-to-end view synthesis via nerf attention,2022,arXiv preprint arXiv:2207.14741,arxiv.org,https://arxiv.org/abs/2207.14741,"https://scholar.google.com/scholar?cites=12012663236831309351&as_sdt=2005&sciodt=0,5&hl=en",77,2023-06-20 11:11:40,,,,,,,,,4,4,2,2,1,"… radiance field (NeRF), we propose the NeRF attention (… enhances the transformers with the NeRF-like inductive bias. On the … NeRFA demonstrates superior performance over NeRF and …",https://arxiv.org/pdf/2207.14741,"https://scholar.google.com/scholar?q=related:J265bZGNtaYJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"Z Xie, J Zhang, W Li, F Zhang, L Zhang",S-nerf: Neural radiance fields for street views,2023,arXiv preprint arXiv:2303.00749,arxiv.org,https://arxiv.org/abs/2303.00749,"https://scholar.google.com/scholar?cites=5690767514160348537&as_sdt=2005&sciodt=0,5&hl=en",116,2023-06-20 11:11:40,,,,,,,,,4,4,1,5,1,"… In this paper, we propose a new street-view NeRF (S-NeRF) that considers novel view … Moreover, we extend our S-NeRF for reconstructing moving vehicles that is impracticable …",,
4,"N Deng, Z He, J Ye, B Duinkharjav…",FoV-NeRF: Foveated Neural Radiance Fields for Virtual Reality,2021,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2103.16365,"https://scholar.google.com/scholar?cites=6223980696143833883&as_sdt=2005&sciodt=0,5&hl=en",132,2023-06-20 11:11:40,,,,,,,,,4,2,1,5,2,"… While NeRF can significantly benefit rendering for VR … -of-freedom, egocentric, and stereo NeRF in VR, we present the … to 99% time reduction compared with NeRF) without loss of high-…",https://arxiv.org/pdf/2103.16365,"https://scholar.google.com/scholar?q=related:G6uKkncFYFYJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"J Guo, Z Yang, X Lin, Q Zhang",Template NeRF: Towards Modeling Dense Shape Correspondences from Category-Specific Object Images,2021,arXiv preprint arXiv:2111.04237,arxiv.org,https://arxiv.org/abs/2111.04237,"https://scholar.google.com/scholar?cites=14261784717719367806&as_sdt=2005&sciodt=0,5&hl=en",180,2023-06-20 11:11:40,,,,,,,,,4,2,1,4,2,"… fields (NeRF) with templates, dubbed Template-NeRF, for … NeRF. By representing object instances within the same category as shape and appearance variation of a shared NeRF …",https://arxiv.org/pdf/2111.04237,"https://scholar.google.com/scholar?q=related:fvDBeqMJ7MUJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"S Chen, Y Zhang, Y Xu, B Zou",Structure-Aware NeRF without Posed Camera via Epipolar Constraint,2022,arXiv preprint arXiv:2210.00183,arxiv.org,https://arxiv.org/abs/2210.00183,"https://scholar.google.com/scholar?cites=16568889365275245083&as_sdt=2005&sciodt=0,5&hl=en",189,2023-06-20 11:11:40,,,,,,,,,4,4,1,4,1,… radiance field (NeRF) for … Mip-NeRF [25] extends NeRF to represent the scene at a continuously valued scale by efficiently rendering anti-aliased conical frustums instead of rays. NeRF …,https://arxiv.org/pdf/2210.00183,"https://scholar.google.com/scholar?q=related:G3r6ixeF8OUJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"C Li, S Li, Y Zhao, W Zhu, Y Lin",RT-NeRF: Real-Time On-Device Neural Radiance Fields Towards Immersive AR/VR Rendering,2022,Proceedings of the 41st IEEE/ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3508352.3549380,"https://scholar.google.com/scholar?cites=10241776448854947067&as_sdt=2005&sciodt=0,5&hl=en",192,2023-06-20 11:11:40,,10.1145/3508352.3549380,,,,,,,4,4,1,5,1,"… in NeRF. Furthermore, we propose RT-NeRF, which to the best of our knowledge is the first algorithm-hardware co-design acceleration of NeRF. Specifically, on the algorithm level, RT-…",https://dl.acm.org/doi/pdf/10.1145/3508352.3549380,"https://scholar.google.com/scholar?q=related:-_T1vmoZIo4J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"L Hopkins, A Rose, C Gunther","Camp NERF: Feasibility, Acceptability, and Potential Efficacy of a Theory‐Based Nutrition Education Recreation and Fitness Program Aimed at Preventing Unhealthy …",2015,The FASEB Journal,Wiley Online Library,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.29.1_supplement.911.6,"https://scholar.google.com/scholar?cites=10537397253228970908&as_sdt=2005&sciodt=0,5&hl=en",213,2023-06-20 11:11:40,,10.1096/fasebj.29.1_supplement.911.6,,,,,,,4,0.5,1,3,8,… 'liked a lot' the Camp NERF programming. Camp NERF participants demonstrated a greater … A modest improvement in weight status was seen in Camp NERF participants compared to …,,"https://scholar.google.com/scholar?q=related:nMPj5_haPJIJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"LC Hopkins, M Fristad…","… delivered in a summertime childhood obesity prevention intervention: results from an internal pilot of the Camp NERF (Nutrition, Education, Recreation, and …",2018,Pilot and …,pilotfeasibilitystudies.biomedcentral …,https://pilotfeasibilitystudies.biomedcentral.com/articles/10.1186/s40814-018-0340-2,"https://scholar.google.com/scholar?cites=12217542130883075860&as_sdt=2005&sciodt=0,5&hl=en",216,2023-06-20 11:11:40,HTML,10.1186/s40814-018-0340-2,,,,,,,4,0.8,1,3,5,… Multiple participants perceived the Camp NERF social media … to participate in the Camp NERF pages due to participants … future iterations of Camp NERF and other similar childhood …,https://pilotfeasibilitystudies.biomedcentral.com/articles/10.1186/s40814-018-0340-2,"https://scholar.google.com/scholar?q=related:FJ-nM9ZtjakJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"LC Hopkins, A Webster, A Sharn…",Camp NERF: caregiver outcomes from a theory‐based nutrition education recreation and fitness program aimed at preventing unhealthy weight gain in underserved …,2017,The FASEB …,Wiley Online Library,https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.31.1_supplement.640.23,"https://scholar.google.com/scholar?cites=13285799861457139593&as_sdt=2005&sciodt=0,5&hl=en",222,2023-06-20 11:11:40,,10.1096/fasebj.31.1_supplement.640.23,,,,,,,4,0.67,1,4,6,"Background Data indicate that school‐age children, particularly underserved children, experience unhealthy gains in BMI more than twice as fast during the summer months. Few efforts …",,"https://scholar.google.com/scholar?q=related:iTcWM5WkYLgJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"MM Mandviwala, PP Sassani",Traumatic retinal detachment caused by nerf gun shot in a pediatric patient,2021,Retinal cases and brief reports,journals.lww.com,https://journals.lww.com/retinalcases/Fulltext/2021/09000/TRAUMATIC_RETINAL_DETACHMENT_CAUSED_BY_NERF_GUN.17.aspx?context=LatestArticles,"https://scholar.google.com/scholar?cites=2868002422505931532&as_sdt=2005&sciodt=0,5&hl=en",249,2023-06-20 11:11:40,,,,,,,,,4,2,2,2,2,"… three patients who were injured by Nerf guns and subsequently developed … Nerf-gun injury. To the best of our knowledge, this is the first and only case of retinal detachment due to Nerf …",,"https://scholar.google.com/scholar?q=related:DANtCAIxzScJ:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
4,"J Kerr, L Fu, H Huang, Y Avigal, M Tancik…",Evo-NeRF: Evolving NeRF for Sequential Robot Grasping of Transparent Objects,,6th Annual Conference …,openreview.net,https://openreview.net/forum?id=Bxr45keYrf,"https://scholar.google.com/scholar?cites=17143211806024981764&as_sdt=2005&sciodt=0,5&hl=en",262,2023-06-20 11:11:40,,,,,,,,,4,0,1,6,,"… NeRF (Evo-NeRF), leveraging recent speedups in NeRF training and further extending it to rapidly train the NeRF rep… We propose Evo-NeRF, a method for rapidly training NeRF for …",https://openreview.net/pdf?id=Bxr45keYrf,"https://scholar.google.com/scholar?q=related:BN1mF0_s6O0J:scholar.google.com/&scioq=intitle:nerf&hl=en&as_sdt=0,5&as_ylo=2015"
